dax,nq,dow,btc,snp500,crix
1.5334562448384947,0.7639943467184463,0.20341240805548605,-1.6404478531174342,0.10503999590171532,-2.459689615124442
1.5697077452628183,0.22508315494512496,0.32854918978208886,-1.348626065237883,0.2514045287063261,-2.2972436002699297
1.1342037168407697,0.15546466785828122,0.4190922962837081,-0.8238840232150384,0.15517408594137752,-1.3859004958946155
1.8637893496482503,0.23499129531520271,0.12754579806139726,-1.9508305408238573,0.31870655620510047,-5.877218411405554
1.376198405708527,0.15232243710176663,0.31881642774678376,-0.39665952540029903,0.3300936168190462,-3.047477489727087
-0.1428100374941277,0.02176969966202358,0.09011664468151712,-1.1893465064180453,0.5805401102201931,0.40833862824805145
-0.632669984275998,0.18123110643956386,0.30489117199721777,-1.2421405340941836,0.3139067248381892,-2.8493921710206993
1.372030151663255,0.27978327414718895,0.21347400660352664,-1.6919687584120402,0.3322714429403886,-2.2505072708036673
1.6905747836607463,0.3399317913400812,0.2623472626876654,-1.8249638327783115,0.549674211259182,-2.428616029511495
1.5990251682178958,1.8482840949089667,0.3396468504439869,-1.0303576100006913,0.1957156090674732,-2.505640892323937
1.5374353138363275,0.42521556484091844,0.3349005709758552,-2.5380405143853855,-0.7689942598623588,-0.876163640649227
1.4636773909607708,0.20853757862952343,0.17209014776062753,-1.0609967038849544,0.147983126332234,-2.377499064536832
1.105662221251391,0.39630458859711715,-0.4140610123148423,-0.8298346077316832,0.2288674978618798,-2.3469682752000036
1.4951632365704781,0.30410816360255305,0.22208582578129663,-1.453738827169679,0.40136403157902445,-3.1505737389675232
1.409969570971585,0.18308415844495798,0.08135942662165072,-1.4978917235991989,0.245744937292996,-2.4721691256299563
1.2761380550256751,0.5701478635222023,0.10889074435988377,-1.779151121465576,0.10384602497249076,-2.100544216632058
1.6198629478849107,0.048821098687184594,0.08494167751738196,-1.7759305855419627,0.20696805631636797,-1.841188676387567
1.3692951388770425,0.5064598536987615,0.2602334287437838,-0.9654282659531648,-0.15164909264499787,-2.4969311565198815
1.4674082478184332,0.31595222442283005,0.2955894230018095,-1.2487440233052167,0.28524796479779924,-2.184050864090885
1.4502582137335869,0.2029316968799239,0.3395615386963225,-1.2778448236255757,0.177895321380513,-1.1059732977651522
1.0388923287145768,-0.2236650256765719,-0.2991359720533343,-1.1124350160714167,0.22123451836581604,-1.5613739374063975
1.7969187554009738,0.07137529069988657,0.3188376578464466,-2.6855925281378994,0.14325828955133663,-0.8609228638340893
1.5121450888484402,0.22077590939941694,0.5418325970974278,-1.594772429932362,-0.02379080047010501,-3.3222187351131907
1.3822463944574113,0.23696784700422172,0.2568116682092609,-2.3825990794986343,0.025451718077014462,-2.4073655774122167
1.238807783309462,0.3011795084677862,0.22619254902170027,-1.1994399038099706,0.5196807386447898,-1.7118334944932598
1.3768246342787933,0.29168954297515365,0.3052886267587473,-1.3339673138193255,0.19945774583612919,-1.6003511066848812
-0.4247833275033208,0.40189099546886964,0.13617204914617634,-0.9425772678582657,0.08101667799123816,-2.6108926474569607
1.3853495555744109,0.17451580270475972,0.31363873137962406,-2.526011733120625,0.1204588021421297,-1.904428727431344
1.6656250885412094,-0.07491088324581965,0.04504256577751625,-1.57533150062883,0.411748144432059,0.5527601099078145
1.743296587029479,0.2062305164732388,0.34808815242684,-0.954858931992334,0.4156780143841772,-1.599100436469136
1.439018674921881,0.22773715454505275,-1.2055242615215067,-1.1581383451953522,0.27485122589662775,-0.6452642847291026
1.3646443338964533,0.10509586859567861,0.19270096051195293,-2.530255595881039,0.3669707798216278,-1.6603402429710366
1.6757442245423084,0.04388164644607451,0.2759427357631009,-1.9334892381987259,0.35511076976791384,-0.9323414777272581
1.5655109849093525,0.10679395235414749,0.15581801740827214,-1.5447080015665304,0.16337247272779507,-1.6635923447541436
1.7641182093160128,-0.02829177637842084,0.26356672561257966,-1.4360658964043371,0.2604979607850818,-2.3764994138309086
1.638170697611561,0.007469951217489862,0.33704759911274823,-1.3894710834908717,0.2513544990743675,-2.197591266765059
1.3181632248884407,0.3900477569403308,0.22648926750413334,-1.6396295118815325,-0.1741348430593405,-4.028711184162234
1.3613425150549416,0.31260500868825203,0.17169997235520457,-1.3525996319746794,0.23668501406830494,-1.4742736384531334
1.2214455463168774,-0.05762315612562416,0.2553939763773572,-0.3539891902251264,0.20266694315396927,-2.853741210101577
1.4426220112391714,0.04342302890629887,0.08467587705977589,-1.3358400675529674,0.3384890580568285,-1.8974105331715656
1.1362151148723183,-0.11693002923325976,0.3774004027701858,-1.8918291220242884,0.18325874249947158,-2.193369708763727
1.5146584754960686,-0.12357637738632442,-0.14356764483226048,-2.315078848679984,0.32455530890479756,-2.2273253630562895
1.7137676935516406,-0.0007744268143359267,0.24893810061512478,-1.7439316502320388,0.45634997196248905,-1.6992146380996838
1.1777369933264266,0.23793310335138323,0.1308459274710705,0.19605946684464448,0.2624164048022416,-1.7033387806212876
1.422347514485708,0.7099325042935933,0.1215143389272807,-1.5182566894110057,0.23556841476771453,-1.6457165515030054
1.5429209839087108,0.29012277140716003,0.24386359666969717,-1.8299475009767463,-0.33972630028236006,-1.2579828690158528
1.4167137590489696,0.3801692629382644,-0.12448287443661468,-0.8234394539650702,0.39569155771237835,-1.3779756803317718
1.8337088116877498,0.2267138555774072,0.150739636479244,-2.11658823364779,0.3495200828391788,-1.8511789193172195
0.427865310417223,0.12985599910743062,0.15696531761478755,-1.5592277772747967,0.23747631580159625,-0.4901797620064452
1.4541712765456332,0.03901379224197807,0.10411702140633544,-1.384902753037564,0.26482539273156025,15.781048908882527
1.286090837286705,0.10749283722009426,0.4355153407245841,-1.6654073739432327,0.2704658858668021,-2.103156040019953
-0.20572154375258667,0.27133765591131126,0.17455238735312711,-2.0618693435933575,0.22853314888987605,-1.7648442220415959
1.5379542125926606,0.2620820624294167,0.12918717082589262,-1.7133841492935868,0.4299012645392247,-1.5077565048741817
1.5083679220657367,0.04574461060207771,0.033993089293177604,-1.9123622669866673,0.20553654398166926,-1.9916792471978289
1.0952057160565898,-0.0910187370757045,0.4025825449172876,-2.2781511949902757,0.07135091755729067,-1.810739472899236
1.5231909500539147,0.3952611185780042,0.14864453839970948,-2.4045196863523497,0.20076132257730786,-2.3627580437039475
